Data	Local	venda	itens	tipo_produto
29/ago	loja03	10922	254	brinquedo
30/ago	loja03	22131,4	478	brinquedo
31/ago	loja03	17035,2	364	brinquedo
01/set	loja03	4282,2	78	brinquedo
02/set	loja03	19818,2	394	brinquedo
03/set	loja03	22528,8	447	brinquedo
04/set	loja03	17484	376	brinquedo
05/set	loja03	13248	276	brinquedo
06/set	loja03	17424	352	brinquedo
07/set	loja03	13894,5	295	brinquedo
08/set	loja03	9591,4	182	brinquedo
09/set	loja03	25316,4	438	brinquedo
10/set	loja03	13105,2	268	brinquedo
11/set	loja03	12542,6	289	brinquedo
12/set	loja03	13800,3	293	brinquedo
13/set	loja03	18807,4	347	brinquedo
14/set	loja03	24842,5	475	brinquedo
15/set	loja03	18803,4	407	brinquedo
16/set	loja03	3423,7	67	brinquedo
17/set	loja03	21642,7	439	brinquedo
18/set	loja03	6758	124	brinquedo
19/set	loja03	22338	438	brinquedo
20/set	loja03	4582	79	brinquedo
21/set	loja03	9570	165	brinquedo
22/set	loja03	18321,8	322	brinquedo
23/set	loja03	15651,2	292	brinquedo
24/set	loja03	19716	424	brinquedo
25/set	loja03	8455	178	brinquedo
26/set	loja03	10684,8	212	brinquedo
27/set	loja03	25243,9	433	brinquedo
28/set	loja03	16538,5	341	brinquedo
29/set	loja03	14899,5	315	brinquedo
30/set	loja03	16400,8	332	brinquedo
01/out	loja03	17685,9	387	brinquedo
02/out	loja03	3451,8	66	brinquedo
03/out	loja03	21435,4	427	brinquedo
04/out	loja03	20829,7	361	brinquedo
05/out	loja03	17360,2	286	brinquedo
06/out	loja03	14751,8	287	brinquedo
07/out	loja03	21586,5	369	brinquedo
08/out	loja03	3164,4	54	brinquedo
09/out	loja03	21849,6	384	brinquedo
10/out	loja03	23069,1	393	brinquedo
11/out	loja03	6750	150	brinquedo
12/out	loja03	11663,2	244	brinquedo
13/out	loja03	13702,5	315	brinquedo
14/out	loja03	8285,2	154	brinquedo
15/out	loja03	5563,8	99	brinquedo
16/out	loja03	19448,1	343	brinquedo
17/out	loja03	17798,4	309	brinquedo
18/out	loja03	21770,6	398	brinquedo
19/out	loja03	25038	428	brinquedo
20/out	loja03	7131,6	126	brinquedo
21/out	loja03	10797	183	brinquedo
22/out	loja03	7714,5	139	brinquedo
23/out	loja03	10584	245	brinquedo
24/out	loja03	9200,6	179	brinquedo
25/out	loja03	18835,6	434	brinquedo
26/out	loja03	9146	170	brinquedo
27/out	loja03	24408,3	413	brinquedo
28/out	loja03	12051,2	269	brinquedo
29/out	loja03	6526,8	111	brinquedo
30/out	loja03	17908	296	brinquedo
31/out	loja03	16044,8	368	brinquedo
01/nov	loja03	20068,1	359	brinquedo
02/nov	loja03	15574	260	brinquedo
03/nov	loja03	16744	280	brinquedo
04/nov	loja03	5633,4	123	brinquedo
05/nov	loja03	3538	61	brinquedo
06/nov	loja03	18312	336	brinquedo
07/nov	loja03	8139,6	171	brinquedo
08/nov	loja03	5619,6	126	brinquedo
09/nov	loja03	16530	380	brinquedo
10/nov	loja03	23557,1	461	brinquedo
11/nov	loja03	19492,2	357	brinquedo
12/nov	loja03	2308,8	48	brinquedo
13/nov	loja03	9137,4	157	brinquedo
14/nov	loja03	18955,2	359	brinquedo
15/nov	loja03	5098,5	103	brinquedo
16/nov	loja03	23034,6	402	brinquedo
17/nov	loja03	4147,2	72	brinquedo
18/nov	loja03	12281,5	203	brinquedo
19/nov	loja03	5260	100	brinquedo
20/nov	loja03	21240	472	brinquedo
21/nov	loja03	3517,8	66	brinquedo
22/nov	loja03	19522,8	374	brinquedo
23/nov	loja03	7911,9	149	brinquedo
24/nov	loja03	15202,1	281	brinquedo
25/nov	loja03	12608,4	237	brinquedo
26/nov	loja03	19422,5	425	brinquedo
27/nov	loja03	25557,6	463	brinquedo
28/nov	loja03	12243,4	221	brinquedo
29/nov	loja03	18860	328	brinquedo
30/nov	loja03	8525,1	157	brinquedo
01/dez	loja03	25977,6	451	brinquedo
02/dez	loja03	3540	59	brinquedo
03/dez	loja03	22032	405	brinquedo
04/dez	loja03	13471,9	241	brinquedo
05/dez	loja03	11206,8	198	brinquedo
06/dez	loja03	11872,8	204	brinquedo
07/dez	loja03	21300,6	393	brinquedo
08/dez	loja03	6336,4	146	brinquedo
09/dez	loja03	18782,7	411	brinquedo
10/dez	loja03	20368,1	353	brinquedo
11/dez	loja03	4204,2	78	brinquedo
12/dez	loja03	18018	308	brinquedo
13/dez	loja03	15582	265	brinquedo
14/dez	loja03	21095,8	473	brinquedo
15/dez	loja03	21770,6	398	brinquedo
16/dez	loja03	6030	134	brinquedo
17/dez	loja03	19596	426	brinquedo
18/dez	loja03	2871	66	brinquedo
19/dez	loja03	16653	273	brinquedo
20/dez	loja03	8310,6	162	brinquedo
21/dez	loja03	20913,9	433	brinquedo
22/dez	loja03	4361	98	brinquedo
23/dez	loja03	6901,5	129	brinquedo
24/dez	loja03	22533	435	brinquedo
25/dez	loja03	22609,8	477	brinquedo
26/dez	loja03	26465,2	436	brinquedo
27/dez	loja03	21432	456	brinquedo
28/dez	loja03	10618,3	197	brinquedo
29/dez	loja03	14400	250	brinquedo
30/dez	loja03	15674,6	362	brinquedo
31/dez	loja03	13569,6	264	brinquedo
01/jan	loja01	7247,1	147	calcado
02/jan	loja01	5262,4	104	calcado
03/jan	loja01	6733,2	124	calcado
04/jan	loja01	6056,8	134	calcado
05/jan	loja01	2393,6	44	calcado
06/jan	loja01	21831	383	calcado
07/jan	loja01	18460,4	347	calcado
08/jan	loja01	9897,2	227	calcado
09/jan	loja01	12060	200	calcado
10/jan	loja01	19119,7	347	calcado
11/jan	loja01	23304,9	393	calcado
12/jan	loja01	16826,5	365	calcado
13/jan	loja01	17355,5	337	calcado
14/jan	loja01	8428,8	192	calcado
15/jan	loja01	9087	195	calcado
16/jan	loja01	3962	70	calcado
17/jan	loja01	21702,2	442	calcado
18/jan	loja01	3366	66	calcado
19/jan	loja01	5237,4	87	calcado
20/jan	loja01	23379,5	437	calcado
21/jan	loja01	18746	412	calcado
22/jan	loja01	8355,9	161	calcado
23/jan	loja01	7192,5	137	calcado
24/jan	loja01	5949,6	134	calcado
25/jan	loja01	14148,8	239	calcado
26/jan	loja01	11997	215	calcado
27/jan	loja01	5570	100	calcado
28/jan	loja01	3056,6	58	calcado
29/jan	loja01	24496,8	472	calcado
30/jan	loja01	9718	215	calcado
31/jan	loja01	17311,1	289	calcado
01/fev	loja01	16709	310	calcado
02/fev	loja01	7159,2	152	calcado
03/fev	loja01	19708,7	437	calcado
04/fev	loja01	17365	302	calcado
05/fev	loja01	3369,8	58	calcado
06/fev	loja01	25449,2	427	calcado
07/fev	loja01	8622,1	151	calcado
08/fev	loja01	12012	220	calcado
09/fev	loja01	3143,7	63	calcado
10/fev	loja01	15512	280	calcado
11/fev	loja01	12319,5	215	calcado
12/fev	loja01	6608	140	calcado
13/fev	loja01	11641,2	267	calcado
14/fev	loja01	22297,6	416	calcado
15/fev	loja01	20458,4	428	calcado
16/fev	loja01	18900	315	calcado
17/fev	loja01	4384,5	79	calcado
18/fev	loja01	10189	230	calcado
19/fev	loja01	21061,7	467	calcado
20/fev	loja01	25099,1	449	calcado
21/fev	loja01	23262,4	434	calcado
22/fev	loja01	21420	360	calcado
23/fev	loja01	5201,5	101	calcado
24/fev	loja01	16064	320	calcado
25/fev	loja01	7562,4	137	calcado
26/fev	loja01	18409	410	calcado
27/fev	loja01	10054,8	189	calcado
28/fev	loja01	17004	390	calcado
29/fev	loja01	8268	159	calcado
01/mar	loja01	19051,2	441	calcado
02/mar	loja01	9080,4	161	calcado
03/mar	loja01	6655,2	118	calcado
04/mar	loja01	10043,6	211	calcado
05/mar	loja01	11736,9	243	calcado
06/mar	loja01	8726,1	177	calcado
07/mar	loja01	21952	392	calcado
08/mar	loja01	14651	245	calcado
09/mar	loja01	6908,8	136	calcado
10/mar	loja01	6572,6	118	calcado
11/mar	loja01	10540,8	244	calcado
12/mar	loja01	15808	260	calcado
13/mar	loja01	15032,1	267	calcado
14/mar	loja01	22599	465	calcado
15/mar	loja01	10794,4	206	calcado
16/mar	loja01	11284	248	calcado
17/mar	loja01	8619,3	183	calcado
18/mar	loja01	3088,5	71	calcado
19/mar	loja01	18176,4	306	calcado
20/mar	loja01	15442,5	355	calcado
21/mar	loja01	10941,4	241	calcado
22/mar	loja01	26901	441	calcado
23/mar	loja01	3787,5	75	calcado
24/mar	loja01	20328	385	calcado
25/mar	loja01	4646,4	96	calcado
26/mar	loja01	19892,5	365	calcado
27/mar	loja01	5380,8	118	calcado
28/mar	loja01	5063,4	87	calcado
29/mar	loja01	24057	405	calcado
30/mar	loja01	6216,7	107	calcado
31/mar	loja01	20498,4	438	calcado
01/abr	loja01	19260,4	358	calcado
02/abr	loja01	17877,6	312	calcado
03/abr	loja01	16875,6	287	calcado
04/abr	loja01	24824	464	calcado
05/abr	loja01	2641,5	45	calcado
06/abr	loja01	7301,4	129	calcado
07/abr	loja01	8265	150	calcado
08/abr	loja01	2523,9	47	calcado
09/abr	loja01	21999,6	378	calcado
10/abr	loja01	19136	368	calcado
11/abr	loja01	25770,2	479	calcado
12/abr	loja01	8947,4	154	calcado
13/abr	loja01	9992,5	175	calcado
14/abr	loja01	2923,8	66	calcado
15/abr	loja01	8677,9	161	calcado
16/abr	loja01	11411,6	188	calcado
17/abr	loja01	21957	390	calcado
18/abr	loja01	18271,2	331	calcado
19/abr	loja01	21576	465	calcado
20/abr	loja01	8328,4	188	calcado
21/abr	loja01	6870,4	152	calcado
22/abr	loja01	2872,8	57	calcado
23/abr	loja01	15738	258	calcado
24/abr	loja01	22311,4	397	calcado
25/abr	loja01	7459,4	151	calcado
26/abr	loja01	13758,8	236	calcado
27/abr	loja01	11859,2	272	calcado
28/abr	loja01	18081,9	333	calcado
29/abr	loja01	16678,8	369	calcado
30/abr	loja01	25666,2	441	calcado
01/mai	loja01	22039,4	419	calcado
02/mai	loja01	20001,5	367	calcado
03/mai	loja01	6411,6	137	calcado
04/mai	loja01	8784	160	calcado
05/mai	loja01	13143,9	231	calcado
06/mai	loja01	20597	430	calcado
07/mai	loja01	16335	330	calcado
08/mai	loja01	16359	285	calcado
09/mai	loja01	16200	324	calcado
10/mai	loja01	16833	362	calcado
11/mai	loja01	20912,4	444	calcado
12/mai	loja01	20561,6	362	calcado
13/mai	loja01	11988,3	267	calcado
14/mai	loja01	22326	366	calcado
15/mai	loja01	4841,6	89	calcado
16/mai	loja01	5473,7	127	calcado
17/mai	loja01	23370	410	calcado
18/mai	loja01	2464,5	53	calcado
19/mai	loja01	10933,5	197	calcado
20/mai	loja01	21608	365	calcado
21/mai	loja01	8016,6	186	calcado
22/mai	loja01	5167,8	87	calcado
23/mai	loja01	4556,7	83	calcado
24/mai	loja01	9101,4	197	calcado
25/mai	loja01	21250,6	353	calcado
26/mai	loja01	5369,2	124	calcado
27/mai	loja01	14562,1	293	calcado
28/mai	loja01	9032,4	156	calcado
29/mai	loja01	23232	480	calcado
30/mai	loja01	10278,4	176	calcado
31/mai	loja01	22156	382	calcado
01/jun	loja01	16799	314	calcado
02/jun	loja01	15979,5	265	calcado
03/jun	loja01	15329,6	286	calcado
04/jun	loja01	26759,1	467	calcado
05/jun	loja01	10227	210	calcado
06/jun	loja01	2515,2	48	calcado
07/jun	loja01	11753,7	193	calcado
08/jun	loja01	23180	475	calcado
09/jun	loja01	4153,7	73	calcado
10/jun	loja01	8030	146	calcado
11/jun	loja01	8807,7	187	calcado
12/jun	loja01	21851,4	461	calcado
13/jun	loja01	21041	397	calcado
14/jun	loja01	17929,6	416	calcado
15/jun	loja01	8820,8	148	calcado
16/jun	loja01	6446,8	142	calcado
17/jun	loja01	16233,6	267	calcado
18/jun	loja01	16632	280	calcado
19/jun	loja01	15132	260	calcado
20/jun	loja01	19720,8	396	calcado
21/jun	loja01	6774,3	117	calcado
22/jun	loja01	4403,4	82	calcado
23/jun	loja01	22528,8	447	calcado
24/jun	loja01	4665,8	82	calcado
25/jun	loja01	23751	435	calcado
26/jun	loja01	10748,4	212	calcado
27/jun	loja01	6002,4	122	calcado
28/jun	loja01	5559	109	calcado
29/jun	loja01	7072	130	calcado
30/jun	loja01	28058,6	478	calcado
01/jul	loja01	13959	297	calcado
02/jul	loja01	20294	365	calcado
03/jul	loja01	12789	290	calcado
04/jul	loja01	14986	295	calcado
05/jul	loja01	20643,7	383	calcado
06/jul	loja01	10222,5	235	calcado
07/jul	loja01	16286	340	calcado
08/jul	loja01	18249	385	calcado
09/jul	loja01	16096,5	365	calcado
10/jul	loja01	14095,6	262	calcado
11/jul	loja01	12350,4	249	calcado
12/jul	loja01	18057,6	396	calcado
13/jul	loja01	16707,6	364	calcado
14/jul	loja01	8776,1	149	calcado
15/jul	loja01	22022,4	372	calcado
16/jul	loja01	19226,2	434	calcado
17/jul	loja01	18643	362	calcado
18/jul	loja01	10521	210	calcado
19/jul	loja01	15099,5	299	calcado
20/jul	loja01	21242,4	424	calcado
21/jul	loja01	9827,2	166	calcado
22/jul	loja01	18596,2	359	calcado
23/jul	loja01	12469,5	255	calcado
24/jul	loja01	9563,4	198	calcado
25/jul	loja01	12923,4	238	calcado
26/jul	loja01	12446	254	calcado
27/jul	loja01	22797,6	413	calcado
28/jul	loja01	10536	240	calcado
29/jul	loja01	4586,4	84	calcado
30/jul	loja01	18811,3	313	calcado
31/jul	loja01	4649,4	81	calcado
01/ago	loja01	13097,1	293	calcado
02/ago	loja01	11817	234	calcado
03/ago	loja01	2695	50	calcado
04/ago	loja01	8221,5	189	calcado
05/ago	loja01	7756	140	calcado
06/ago	loja01	18050	380	calcado
07/ago	loja01	15235,7	251	calcado
08/ago	loja01	10900	218	calcado
09/ago	loja01	11288,1	191	calcado
10/ago	loja01	9638,4	192	calcado
11/ago	loja01	10519,6	238	calcado
12/ago	loja01	9118,8	204	calcado
13/ago	loja01	21948,8	361	calcado
14/ago	loja01	6975	125	calcado
15/ago	loja01	10258,9	173	calcado
16/ago	loja01	12508,6	221	calcado
17/ago	loja01	4713,6	96	calcado
18/ago	loja01	17476	340	calcado
19/ago	loja01	11756,4	202	calcado
20/ago	loja01	15103,2	348	calcado
21/ago	loja01	7224	140	calcado
22/ago	loja01	10608	195	calcado
23/ago	loja01	13224	228	calcado
24/ago	loja01	3015,3	57	calcado
25/ago	loja01	21004	356	calcado
26/ago	loja01	5790	100	calcado
27/ago	loja01	10339	211	calcado
28/ago	loja01	11413	202	calcado
29/ago	loja01	22705,8	426	calcado
30/ago	loja01	10489,5	185	calcado
31/ago	loja01	23542	395	calcado
01/set	loja01	4900,5	81	calcado
02/set	loja01	7922,2	143	calcado
03/set	loja01	24407,1	423	calcado
04/set	loja01	11739	210	calcado
05/set	loja01	5398,4	112	calcado
06/set	loja01	16558,4	316	calcado
07/set	loja01	6409	130	calcado
08/set	loja01	21018,4	376	calcado
09/set	loja01	21873,5	451	calcado
10/set	loja01	23324,8	394	calcado
11/set	loja01	3752	67	calcado
12/set	loja01	14418,4	268	calcado
13/set	loja01	4025,6	74	calcado
14/set	loja01	9122,5	205	calcado
15/set	loja01	7267	130	calcado
16/set	loja01	9146,9	179	calcado
17/set	loja01	13829,6	236	calcado
18/set	loja01	22894,2	414	calcado
19/set	loja01	20603,5	463	calcado
20/set	loja01	12402	212	calcado
21/set	loja01	20351,5	403	calcado
22/set	loja01	2599,2	57	calcado
23/set	loja01	14889,6	264	calcado
24/set	loja01	2787,3	57	calcado
25/set	loja01	9492	210	calcado
26/set	loja01	22650	375	calcado
27/set	loja01	2640,6	54	calcado
28/set	loja01	5928	120	calcado
29/set	loja01	8136	180	calcado
30/set	loja01	11635,8	258	calcado
01/out	loja01	2430,4	56	calcado
02/out	loja01	22672	416	calcado
03/out	loja01	23927,5	425	calcado
04/out	loja01	22610	380	calcado
05/out	loja01	21330	395	calcado
06/out	loja01	8637,6	177	calcado
07/out	loja01	9751,3	169	calcado
08/out	loja01	10044	186	calcado
09/out	loja01	13896	240	calcado
10/out	loja01	17128,8	351	calcado
11/out	loja01	22312,5	375	calcado
12/out	loja01	19296,3	393	calcado
13/out	loja01	18041,1	363	calcado
14/out	loja01	7526,4	168	calcado
15/out	loja01	25080,8	428	calcado
16/out	loja01	16165	265	calcado
17/out	loja01	14062,4	272	calcado
18/out	loja01	4126,8	76	calcado
19/out	loja01	24323,6	476	calcado
20/out	loja01	6174,4	136	calcado
21/out	loja01	23392,6	434	calcado
22/out	loja01	9679,2	218	calcado
23/out	loja01	16560	360	calcado
24/out	loja01	2279,2	44	calcado
25/out	loja01	17136	336	calcado
26/out	loja01	11110	202	calcado
27/out	loja01	24300,6	401	calcado
28/out	loja01	13274,1	301	calcado
29/out	loja01	20217,6	468	calcado
30/out	loja01	12172,5	225	calcado
31/out	loja01	4277	94	calcado
01/nov	loja01	21066,5	455	calcado
02/nov	loja01	26348,4	468	calcado
03/nov	loja01	22579,2	448	calcado
04/nov	loja01	4438,8	81	calcado
05/nov	loja01	17119,5	339	calcado
06/nov	loja01	12950	250	calcado
07/nov	loja01	2646	60	calcado
08/nov	loja01	4447,4	74	calcado
09/nov	loja01	24360	406	calcado
10/nov	loja01	28468,3	469	calcado
11/nov	loja01	20331,2	388	calcado
12/nov	loja01	17244,2	302	calcado
13/nov	loja01	13519,8	261	calcado
14/nov	loja01	7828	152	calcado
15/nov	loja01	4496,8	88	calcado
16/nov	loja01	3755,4	66	calcado
17/nov	loja01	27977,5	475	calcado
18/nov	loja01	24769,6	452	calcado
19/nov	loja01	23895	450	calcado
20/nov	loja01	12801	255	calcado
21/nov	loja01	23253,4	466	calcado
22/nov	loja01	2854,8	52	calcado
23/nov	loja01	11034,9	201	calcado
24/nov	loja01	15735,2	356	calcado
25/nov	loja01	9832,5	207	calcado
26/nov	loja01	13780,8	232	calcado
27/nov	loja01	5711,2	118	calcado
28/nov	loja01	5559,6	113	calcado
29/nov	loja01	21888	360	calcado
30/nov	loja01	11918,5	197	calcado
01/dez	loja01	22678,7	389	calcado
02/dez	loja01	22334,4	432	calcado
03/dez	loja01	2381,6	52	calcado
04/dez	loja01	8840,4	159	calcado
05/dez	loja01	6485,6	121	calcado
06/dez	loja01	11821,5	213	calcado
07/dez	loja01	24029,7	463	calcado
08/dez	loja01	14506,8	308	calcado
09/dez	loja01	5011,2	87	calcado
10/dez	loja01	17400	375	calcado
11/dez	loja01	3374,8	59	calcado
12/dez	loja01	22348,8	384	calcado
13/dez	loja01	28357,5	475	calcado
14/dez	loja01	21001,8	426	calcado
15/dez	loja01	8893,5	147	calcado
16/dez	loja01	2185,5	47	calcado
17/dez	loja01	17827,3	337	calcado
18/dez	loja01	14898	260	calcado
19/dez	loja01	6952	158	calcado
20/dez	loja01	20247,5	455	calcado
21/dez	loja01	8325	185	calcado
22/dez	loja01	22133,6	379	calcado
23/dez	loja01	5771,5	97	calcado
24/dez	loja01	14032,2	257	calcado
25/dez	loja01	7779,2	143	calcado
26/dez	loja01	4567,2	88	calcado
27/dez	loja01	11692,8	261	calcado
28/dez	loja01	5260	100	calcado
29/dez	loja01	11012,4	252	calcado
30/dez	loja01	25999,2	471	calcado
31/dez	loja01	8500,8	154	calcado
01/jan	loja02	19127,7	401	calcado
02/jan	loja02	19288,5	385	calcado
03/jan	loja02	5297,6	88	calcado
04/jan	loja02	4491	90	calcado
05/jan	loja02	18282,5	355	calcado
06/jan	loja02	12445	262	calcado
07/jan	loja02	6154,8	138	calcado
08/jan	loja02	18857,4	318	calcado
09/jan	loja02	13923,6	246	calcado
10/jan	loja02	3012	60	calcado
11/jan	loja02	2813,2	52	calcado
12/jan	loja02	8723,4	186	calcado
13/jan	loja02	24205	470	calcado
14/jan	loja02	2713,2	51	calcado
15/jan	loja02	26462,4	447	calcado
16/jan	loja02	7035,7	133	calcado
17/jan	loja02	13756,6	286	calcado
18/jan	loja02	18559,8	378	calcado
19/jan	loja02	4963,2	94	calcado
20/jan	loja02	21650	433	calcado
21/jan	loja02	5742,8	98	calcado
22/jan	loja02	17253,3	289	calcado
23/jan	loja02	8731,8	154	calcado
24/jan	loja02	9387,9	171	calcado
25/jan	loja02	13721,4	242	calcado
26/jan	loja02	19462,2	326	calcado
27/jan	loja02	5856,4	121	calcado
28/jan	loja02	8251,2	191	calcado
29/jan	loja02	23176,8	444	calcado
30/jan	loja02	3560	80	calcado
31/jan	loja02	13227,7	251	calcado
01/fev	loja02	24416	448	calcado
02/fev	loja02	15876,3	283	calcado
03/fev	loja02	2604,9	57	calcado
04/fev	loja02	17227,2	388	calcado
05/fev	loja02	3792	79	calcado
06/fev	loja02	15232	272	calcado
07/fev	loja02	2631,6	51	calcado
08/fev	loja02	3342	60	calcado
09/fev	loja02	14907,8	262	calcado
10/fev	loja02	13096,2	299	calcado
11/fev	loja02	2460	41	calcado
12/fev	loja02	9231,6	157	calcado
13/fev	loja02	8108,7	151	calcado
14/fev	loja02	2755,2	56	calcado
15/fev	loja02	11628	255	calcado
16/fev	loja02	22368,5	415	calcado
17/fev	loja02	20318,4	408	calcado
18/fev	loja02	5713,3	97	calcado
19/fev	loja02	21969,7	373	calcado
20/fev	loja02	8145,8	169	calcado
21/fev	loja02	6104,6	131	calcado
22/fev	loja02	18422	302	calcado
23/fev	loja02	21406,7	371	calcado
24/fev	loja02	8279,5	145	calcado
25/fev	loja02	6767,8	137	calcado
26/fev	loja02	12800	256	calcado
27/fev	loja02	23630,4	432	calcado
28/fev	loja02	18030	300	calcado
29/fev	loja02	18417,7	317	calcado
01/mar	loja02	16744	322	calcado
02/mar	loja02	19971,6	356	calcado
03/mar	loja02	19038,5	377	calcado
04/mar	loja02	21319,2	378	calcado
05/mar	loja02	7355,6	142	calcado
06/mar	loja02	11448	240	calcado
07/mar	loja02	14985	270	calcado
08/mar	loja02	9321,5	181	calcado
09/mar	loja02	16334,4	332	calcado
10/mar	loja02	21073,3	359	calcado
11/mar	loja02	21831	383	calcado
12/mar	loja02	13911,3	261	calcado
13/mar	loja02	13026	260	calcado
14/mar	loja02	11731,5	237	calcado
15/mar	loja02	4461,6	88	calcado
16/mar	loja02	6349,2	111	calcado
17/mar	loja02	8078	140	calcado
18/mar	loja02	20769,3	423	calcado
19/mar	loja02	21465,9	391	calcado
20/mar	loja02	7562,5	125	calcado
21/mar	loja02	17217,8	394	calcado
22/mar	loja02	6540,8	146	calcado
23/mar	loja02	6825	130	calcado
24/mar	loja02	5453	95	calcado
25/mar	loja02	19881	423	calcado
26/mar	loja02	2755	50	calcado
27/mar	loja02	15008,8	257	calcado
28/mar	loja02	19944,5	353	calcado
29/mar	loja02	19600	400	calcado
30/mar	loja02	14905	275	calcado
31/mar	loja02	25401,6	441	calcado
01/abr	loja02	6307	106	calcado
02/abr	loja02	8982,2	194	calcado
03/abr	loja02	15400	280	calcado
04/abr	loja02	6438	145	calcado
05/abr	loja02	20654,7	363	calcado
06/abr	loja02	26577,6	452	calcado
07/abr	loja02	23967,4	409	calcado
08/abr	loja02	17538	316	calcado
09/abr	loja02	2453	55	calcado
10/abr	loja02	9969,9	199	calcado
11/abr	loja02	20459,7	381	calcado
12/abr	loja02	20650,5	353	calcado
13/abr	loja02	18118,7	409	calcado
14/abr	loja02	11858,4	243	calcado
15/abr	loja02	5712,3	99	calcado
16/abr	loja02	3716,4	76	calcado
17/abr	loja02	17836	364	calcado
18/abr	loja02	4765,8	94	calcado
19/abr	loja02	3196,8	72	calcado
20/abr	loja02	14106,2	281	calcado
21/abr	loja02	11268,2	206	calcado
22/abr	loja02	4440	100	calcado
23/abr	loja02	12423	205	calcado
24/abr	loja02	4046	68	calcado
25/abr	loja02	13609	310	calcado
26/abr	loja02	12844	260	calcado
27/abr	loja02	18255,6	396	calcado
28/abr	loja02	7540,2	142	calcado
29/abr	loja02	5432	97	calcado
30/abr	loja02	19083,6	342	calcado
01/mai	loja02	15340	325	calcado
02/mai	loja02	26458,5	465	calcado
03/mai	loja02	21668,8	464	calcado
04/mai	loja02	3691,7	67	calcado
05/mai	loja02	6230	140	calcado
06/mai	loja02	16489,2	364	calcado
07/mai	loja02	11683,1	247	calcado
08/mai	loja02	24477	410	calcado
09/mai	loja02	5281,5	105	calcado
10/mai	loja02	15670,1	349	calcado
11/mai	loja02	3249	57	calcado
12/mai	loja02	3052,8	53	calcado
13/mai	loja02	6615,6	149	calcado
14/mai	loja02	13280,4	306	calcado
15/mai	loja02	23894,4	393	calcado
16/mai	loja02	22544,6	377	calcado
17/mai	loja02	5517,6	114	calcado
18/mai	loja02	2714	59	calcado
19/mai	loja02	8256	160	calcado
20/mai	loja02	4295,5	71	calcado
21/mai	loja02	16817	335	calcado
22/mai	loja02	18244,8	362	calcado
23/mai	loja02	6996	159	calcado
24/mai	loja02	11343	199	calcado
25/mai	loja02	17985	330	calcado
26/mai	loja02	15054,9	321	calcado
27/mai	loja02	19777,6	376	calcado
28/mai	loja02	16074,4	284	calcado
29/mai	loja02	20691,2	424	calcado
30/mai	loja02	15019,2	336	calcado
31/mai	loja02	12384,5	235	calcado
01/jun	loja02	19380	380	calcado
02/jun	loja02	9136,3	211	calcado
03/jun	loja02	8329,3	163	calcado
04/jun	loja02	3938,8	86	calcado
05/jun	loja02	8690,5	191	calcado
06/jun	loja02	18054	340	calcado
07/jun	loja02	14320,8	324	calcado
08/jun	loja02	3896,1	81	calcado
09/jun	loja02	4635,4	77	calcado
10/jun	loja02	21501,6	408	calcado
11/jun	loja02	10367,4	222	calcado
12/jun	loja02	15480,4	338	calcado
13/jun	loja02	22436,7	429	calcado
14/jun	loja02	17629,5	365	calcado
15/jun	loja02	22632,4	413	calcado
16/jun	loja02	8554	182	calcado
17/jun	loja02	2576,4	57	calcado
18/jun	loja02	4485	78	calcado
19/jun	loja02	15104,1	253	calcado
20/jun	loja02	3277,5	69	calcado
21/jun	loja02	12462,3	227	calcado
22/jun	loja02	17108	329	calcado
23/jun	loja02	5510,5	107	calcado
24/jun	loja02	6092,8	136	calcado
25/jun	loja02	14767,8	326	calcado
26/jun	loja02	6271,5	113	calcado
27/jun	loja02	18893,2	317	calcado
28/jun	loja02	4981,6	104	calcado
29/jun	loja02	10990,8	213	calcado
30/jun	loja02	16333,9	341	calcado
01/jul	loja02	2800	56	calcado
02/jul	loja02	18879	406	calcado
03/jul	loja02	16724,4	308	calcado
04/jul	loja02	7545,6	144	calcado
05/jul	loja02	7912	172	calcado
06/jul	loja02	12982,2	231	calcado
07/jul	loja02	19529,4	363	calcado
08/jul	loja02	21097,5	435	calcado
09/jul	loja02	12766	260	calcado
10/jul	loja02	16704	290	calcado
11/jul	loja02	26230,9	461	calcado
12/jul	loja02	15726,5	355	calcado
13/jul	loja02	11797	235	calcado
14/jul	loja02	7663,9	173	calcado
15/jul	loja02	3866,4	72	calcado
16/jul	loja02	24716,4	479	calcado
17/jul	loja02	5046	87	calcado
18/jul	loja02	12411	210	calcado
19/jul	loja02	21527,2	379	calcado
20/jul	loja02	6116	110	calcado
21/jul	loja02	13162,5	225	calcado
22/jul	loja02	13721,4	242	calcado
23/jul	loja02	19642,5	405	calcado
24/jul	loja02	7602,4	136	calcado
25/jul	loja02	17802	387	calcado
26/jul	loja02	4331	71	calcado
27/jul	loja02	9836,5	191	calcado
28/jul	loja02	13442,1	259	calcado
29/jul	loja02	23074,8	402	calcado
30/jul	loja02	19082	406	calcado
31/jul	loja02	18952,6	386	calcado
01/ago	loja02	11704	220	calcado
02/ago	loja02	25954,5	429	calcado
03/ago	loja02	3292,3	73	calcado
04/ago	loja02	20184	464	calcado
05/ago	loja02	8228,8	139	calcado
06/ago	loja02	23372,7	461	calcado
07/ago	loja02	18119,6	388	calcado
08/ago	loja02	20539,2	389	calcado
09/ago	loja02	15165,6	267	calcado
10/ago	loja02	19151,6	377	calcado
